rawDemand_MW,rawIrradiance_Wm_2,raPV_power_mw,rawPanel_temp_C,dateTimeUTC,dateTimeLocal,year,monthName,dayOfWeek,hourNumber,settlementPeriod,timeofDayLocal,bankHoliday,workingDay
2.54,334.25,1.3,16.39,2018-06-02 07:00:00.0000000,2018-06-02 08:00:00.0000000,2018,Jun,Sat,0,24831,2021-01-31 08:00:00.0000000,NOT HOLIDAY,NWD
2.63,501.73,1.83,22.39,2018-06-02 07:30:00.0000000,2018-06-02 08:30:00.0000000,2018,Jun,Sat,0,24832,2021-01-31 08:30:00.0000000,NOT HOLIDAY,NWD
2.87,223.33,0.94,21.85,2018-06-02 08:00:00.0000000,2018-06-02 09:00:00.0000000,2018,Jun,Sat,0,24833,2021-01-31 09:00:00.0000000,NOT HOLIDAY,NWD
2.85,210.68,1.04,18.77,2018-06-02 08:30:00.0000000,2018-06-02 09:30:00.0000000,2018,Jun,Sat,0,24834,2021-01-31 09:30:00.0000000,NOT HOLIDAY,NWD
2.65,577.26,2.16,20.05,2018-06-02 09:00:00.0000000,2018-06-02 10:00:00.0000000,2018,Jun,Sat,0,24835,2021-01-31 10:00:00.0000000,NOT HOLIDAY,NWD
2.57,615.98,2.38,29.77,2018-06-02 09:30:00.0000000,2018-06-02 10:30:00.0000000,2018,Jun,Sat,0,24836,2021-01-31 10:30:00.0000000,NOT HOLIDAY,NWD
2.46,501.72,2.24,23.26,2018-06-02 10:00:00.0000000,2018-06-02 11:00:00.0000000,2018,Jun,Sat,0,24837,2021-01-31 11:00:00.0000000,NOT HOLIDAY,NWD
2.31,985.79,3.27,31.95,2018-06-02 10:30:00.0000000,2018-06-02 11:30:00.0000000,2018,Jun,Sat,0,24838,2021-01-31 11:30:00.0000000,NOT HOLIDAY,NWD
2.28,894.83,2.94,34.87,2018-06-02 11:00:00.0000000,2018-06-02 12:00:00.0000000,2018,Jun,Sat,0,24839,2021-01-31 12:00:00.0000000,NOT HOLIDAY,NWD
2.34,752.23,2.71,31.82,2018-06-02 11:30:00.0000000,2018-06-02 12:30:00.0000000,2018,Jun,Sat,0,24840,2021-01-31 12:30:00.0000000,NOT HOLIDAY,NWD
2.27,625.9,2.58,27.89,2018-06-02 12:00:00.0000000,2018-06-02 13:00:00.0000000,2018,Jun,Sat,0,24841,2021-01-31 13:00:00.0000000,NOT HOLIDAY,NWD
2.08,790.37,3.05,30.21,2018-06-02 12:30:00.0000000,2018-06-02 13:30:00.0000000,2018,Jun,Sat,0,24842,2021-01-31 13:30:00.0000000,NOT HOLIDAY,NWD
2.04,703.79,2.83,34.51,2018-06-02 13:00:00.0000000,2018-06-02 14:00:00.0000000,2018,Jun,Sat,0,24843,2021-01-31 14:00:00.0000000,NOT HOLIDAY,NWD
1.99,698.85,2.63,29.94,2018-06-02 13:30:00.0000000,2018-06-02 14:30:00.0000000,2018,Jun,Sat,0,24844,2021-01-31 14:30:00.0000000,NOT HOLIDAY,NWD
2.08,681.74,2.59,31.1,2018-06-02 14:00:00.0000000,2018-06-02 15:00:00.0000000,2018,Jun,Sat,0,24845,2021-01-31 15:00:00.0000000,NOT HOLIDAY,NWD
2.13,593.46,2.96,25.64,2018-06-02 14:30:00.0000000,2018-06-02 15:30:00.0000000,2018,Jun,Sat,0,24846,2021-01-31 15:30:00.0000000,NOT HOLIDAY,NWD
2.15,771.13,3.21,30.61,2018-06-02 15:00:00.0000000,2018-06-02 16:00:00.0000000,2018,Jun,Sat,0,24847,2021-01-31 16:00:00.0000000,NOT HOLIDAY,NWD
2.41,662.39,2.59,31.68,2018-06-02 15:30:00.0000000,2018-06-02 16:30:00.0000000,2018,Jun,Sat,0,24848,2021-01-31 16:30:00.0000000,NOT HOLIDAY,NWD
2.63,517.73,2.51,28.49,2018-06-02 16:00:00.0000000,2018-06-02 17:00:00.0000000,2018,Jun,Sat,0,24849,2021-01-31 17:00:00.0000000,NOT HOLIDAY,NWD
2.84,447.68,1.94,28.24,2018-06-02 16:30:00.0000000,2018-06-02 17:30:00.0000000,2018,Jun,Sat,0,24850,2021-01-31 17:30:00.0000000,NOT HOLIDAY,NWD
2.93,315.98,1.37,24.12,2018-06-02 17:00:00.0000000,2018-06-02 18:00:00.0000000,2018,Jun,Sat,0,24851,2021-01-31 18:00:00.0000000,NOT HOLIDAY,NWD
2.9,275.95,1.2,21.42,2018-06-02 17:30:00.0000000,2018-06-02 18:30:00.0000000,2018,Jun,Sat,0,24852,2021-01-31 18:30:00.0000000,NOT HOLIDAY,NWD
2.88,164.54,0.67,21.04,2018-06-02 18:00:00.0000000,2018-06-02 19:00:00.0000000,2018,Jun,Sat,0,24853,2021-01-31 19:00:00.0000000,NOT HOLIDAY,NWD
2.93,77.78,0.28,16.86,2018-06-02 18:30:00.0000000,2018-06-02 19:30:00.0000000,2018,Jun,Sat,0,24854,2021-01-31 19:30:00.0000000,NOT HOLIDAY,NWD
2.81,33.95,0.11,13.42,2018-06-02 19:00:00.0000000,2018-06-02 20:00:00.0000000,2018,Jun,Sat,0,24855,2021-01-31 20:00:00.0000000,NOT HOLIDAY,NWD
2.7,18.32,0.05,12.07,2018-06-02 19:30:00.0000000,2018-06-02 20:30:00.0000000,2018,Jun,Sat,0,24856,2021-01-31 20:30:00.0000000,NOT HOLIDAY,NWD
2.65,2.64,0.01,10.96,2018-06-02 20:00:00.0000000,2018-06-02 21:00:00.0000000,2018,Jun,Sat,0,24857,2021-01-31 21:00:00.0000000,NOT HOLIDAY,NWD
2.68,0,0,10.36,2018-06-02 20:30:00.0000000,2018-06-02 21:30:00.0000000,2018,Jun,Sat,0,24858,2021-01-31 21:30:00.0000000,NOT HOLIDAY,NWD
2.65,0,0,10.78,2018-06-02 21:00:00.0000000,2018-06-02 22:00:00.0000000,2018,Jun,Sat,0,24859,2021-01-31 22:00:00.0000000,NOT HOLIDAY,NWD
2.43,0,0,10.54,2018-06-02 21:30:00.0000000,2018-06-02 22:30:00.0000000,2018,Jun,Sat,0,24860,2021-01-31 22:30:00.0000000,NOT HOLIDAY,NWD
2.21,0,0,10.05,2018-06-02 22:00:00.0000000,2018-06-02 23:00:00.0000000,2018,Jun,Sat,0,24861,2021-01-31 23:00:00.0000000,NOT HOLIDAY,NWD
1.98,0,0,9.59,2018-06-02 22:30:00.0000000,2018-06-02 23:30:00.0000000,2018,Jun,Sat,0,24862,2021-01-31 23:30:00.0000000,NOT HOLIDAY,NWD
1.91,0,0,9.34,2018-06-02 23:00:00.0000000,2018-06-03 00:00:00.0000000,2018,Jun,Sun,0,24863,2021-01-31 00:00:00.0000000,NOT HOLIDAY,NWD
1.79,0,0,9.23,2018-06-02 23:30:00.0000000,2018-06-03 00:30:00.0000000,2018,Jun,Sun,0,24864,2021-01-31 00:30:00.0000000,NOT HOLIDAY,NWD
1.81,0,0,8.02,2018-06-03 00:00:00.0000000,2018-06-03 01:00:00.0000000,2018,Jun,Sun,0,24865,2021-01-31 01:00:00.0000000,NOT HOLIDAY,NWD
1.71,0,0,8.58,2018-06-03 00:30:00.0000000,2018-06-03 01:30:00.0000000,2018,Jun,Sun,0,24866,2021-01-31 01:30:00.0000000,NOT HOLIDAY,NWD
1.61,0,0,8.96,2018-06-03 01:00:00.0000000,2018-06-03 02:00:00.0000000,2018,Jun,Sun,0,24867,2021-01-31 02:00:00.0000000,NOT HOLIDAY,NWD
1.59,0,0,9.94,2018-06-03 01:30:00.0000000,2018-06-03 02:30:00.0000000,2018,Jun,Sun,0,24868,2021-01-31 02:30:00.0000000,NOT HOLIDAY,NWD
1.53,0,0,10.48,2018-06-03 02:00:00.0000000,2018-06-03 03:00:00.0000000,2018,Jun,Sun,0,24869,2021-01-31 03:00:00.0000000,NOT HOLIDAY,NWD
1.57,0,0,10.64,2018-06-03 02:30:00.0000000,2018-06-03 03:30:00.0000000,2018,Jun,Sun,0,24870,2021-01-31 03:30:00.0000000,NOT HOLIDAY,NWD
1.5,0,0,10.57,2018-06-03 03:00:00.0000000,2018-06-03 04:00:00.0000000,2018,Jun,Sun,0,24871,2021-01-31 04:00:00.0000000,NOT HOLIDAY,NWD
1.47,0,0,10.13,2018-06-03 03:30:00.0000000,2018-06-03 04:30:00.0000000,2018,Jun,Sun,0,24872,2021-01-31 04:30:00.0000000,NOT HOLIDAY,NWD
1.47,3.92,0.01,10.26,2018-06-03 04:00:00.0000000,2018-06-03 05:00:00.0000000,2018,Jun,Sun,0,24873,2021-01-31 05:00:00.0000000,NOT HOLIDAY,NWD
1.49,20.93,0.07,10.27,2018-06-03 04:30:00.0000000,2018-06-03 05:30:00.0000000,2018,Jun,Sun,0,24874,2021-01-31 05:30:00.0000000,NOT HOLIDAY,NWD
1.53,48.69,0.17,10.89,2018-06-03 05:00:00.0000000,2018-06-03 06:00:00.0000000,2018,Jun,Sun,0,24875,2021-01-31 06:00:00.0000000,NOT HOLIDAY,NWD
1.61,115.27,0.44,13.39,2018-06-03 05:30:00.0000000,2018-06-03 06:30:00.0000000,2018,Jun,Sun,0,24876,2021-01-31 06:30:00.0000000,NOT HOLIDAY,NWD
1.78,113.97,0.45,14.04,2018-06-03 06:00:00.0000000,2018-06-03 07:00:00.0000000,2018,Jun,Sun,0,24877,2021-01-31 07:00:00.0000000,NOT HOLIDAY,NWD
2.02,177.73,0.72,16.42,2018-06-03 06:30:00.0000000,2018-06-03 07:30:00.0000000,2018,Jun,Sun,0,24878,2021-01-31 07:30:00.0000000,NOT HOLIDAY,NWD
2.32,154.99,0.64,17.7,2018-06-03 07:00:00.0000000,2018-06-03 08:00:00.0000000,2018,Jun,Sun,0,24879,2021-01-31 08:00:00.0000000,NOT HOLIDAY,NWD
2.58,170.21,0.72,16.99,2018-06-03 07:30:00.0000000,2018-06-03 08:30:00.0000000,2018,Jun,Sun,0,24880,2021-01-31 08:30:00.0000000,NOT HOLIDAY,NWD
2.84,217.91,0.96,18.3,2018-06-03 08:00:00.0000000,2018-06-03 09:00:00.0000000,2018,Jun,Sun,0,24881,2021-01-31 09:00:00.0000000,NOT HOLIDAY,NWD
2.94,226.22,1.01,19.31,2018-06-03 08:30:00.0000000,2018-06-03 09:30:00.0000000,2018,Jun,Sun,0,24882,2021-01-31 09:30:00.0000000,NOT HOLIDAY,NWD
2.94,252.5,1.13,20.16,2018-06-03 09:00:00.0000000,2018-06-03 10:00:00.0000000,2018,Jun,Sun,0,24883,2021-01-31 10:00:00.0000000,NOT HOLIDAY,NWD
2.94,263.16,1.18,20.39,2018-06-03 09:30:00.0000000,2018-06-03 10:30:00.0000000,2018,Jun,Sun,0,24884,2021-01-31 10:30:00.0000000,NOT HOLIDAY,NWD
2.88,279.74,1.26,20.88,2018-06-03 10:00:00.0000000,2018-06-03 11:00:00.0000000,2018,Jun,Sun,0,24885,2021-01-31 11:00:00.0000000,NOT HOLIDAY,NWD
2.93,352.02,1.58,22.44,2018-06-03 10:30:00.0000000,2018-06-03 11:30:00.0000000,2018,Jun,Sun,0,24886,2021-01-31 11:30:00.0000000,NOT HOLIDAY,NWD
2.86,356.14,1.61,23.95,2018-06-03 11:00:00.0000000,2018-06-03 12:00:00.0000000,2018,Jun,Sun,0,24887,2021-01-31 12:00:00.0000000,NOT HOLIDAY,NWD
2.71,464.42,2.07,24.69,2018-06-03 11:30:00.0000000,2018-06-03 12:30:00.0000000,2018,Jun,Sun,0,24888,2021-01-31 12:30:00.0000000,NOT HOLIDAY,NWD
2.71,328.57,1.5,24.35,2018-06-03 12:00:00.0000000,2018-06-03 13:00:00.0000000,2018,Jun,Sun,0,24889,2021-01-31 13:00:00.0000000,NOT HOLIDAY,NWD
2.58,465.6,2.13,24.76,2018-06-03 12:30:00.0000000,2018-06-03 13:30:00.0000000,2018,Jun,Sun,0,24890,2021-01-31 13:30:00.0000000,NOT HOLIDAY,NWD
2.22,991.22,3.58,33.54,2018-06-03 13:00:00.0000000,2018-06-03 14:00:00.0000000,2018,Jun,Sun,0,24891,2021-01-31 14:00:00.0000000,NOT HOLIDAY,NWD
2.06,937.63,3.79,37.93,2018-06-03 13:30:00.0000000,2018-06-03 14:30:00.0000000,2018,Jun,Sun,0,24892,2021-01-31 14:30:00.0000000,NOT HOLIDAY,NWD
2.16,884.07,3.71,37.24,2018-06-03 14:00:00.0000000,2018-06-03 15:00:00.0000000,2018,Jun,Sun,0,24893,2021-01-31 15:00:00.0000000,NOT HOLIDAY,NWD
2.22,825.59,3.49,37.64,2018-06-03 14:30:00.0000000,2018-06-03 15:30:00.0000000,2018,Jun,Sun,0,24894,2021-01-31 15:30:00.0000000,NOT HOLIDAY,NWD
2.36,761.91,3.27,36.97,2018-06-03 15:00:00.0000000,2018-06-03 16:00:00.0000000,2018,Jun,Sun,0,24895,2021-01-31 16:00:00.0000000,NOT HOLIDAY,NWD
2.66,683.04,2.98,35.5,2018-06-03 15:30:00.0000000,2018-06-03 16:30:00.0000000,2018,Jun,Sun,0,24896,2021-01-31 16:30:00.0000000,NOT HOLIDAY,NWD
2.85,571.17,2.53,32.77,2018-06-03 16:00:00.0000000,2018-06-03 17:00:00.0000000,2018,Jun,Sun,0,24897,2021-01-31 17:00:00.0000000,NOT HOLIDAY,NWD
3,458.74,2.05,33.31,2018-06-03 16:30:00.0000000,2018-06-03 17:30:00.0000000,2018,Jun,Sun,0,24898,2021-01-31 17:30:00.0000000,NOT HOLIDAY,NWD
3.08,278.38,1.25,28.26,2018-06-03 17:00:00.0000000,2018-06-03 18:00:00.0000000,2018,Jun,Sun,0,24899,2021-01-31 18:00:00.0000000,NOT HOLIDAY,NWD
2.98,282.38,1.22,26.66,2018-06-03 17:30:00.0000000,2018-06-03 18:30:00.0000000,2018,Jun,Sun,0,24900,2021-01-31 18:30:00.0000000,NOT HOLIDAY,NWD
3,161.85,0.66,26.44,2018-06-03 18:00:00.0000000,2018-06-03 19:00:00.0000000,2018,Jun,Sun,0,24901,2021-01-31 19:00:00.0000000,NOT HOLIDAY,NWD
2.94,78.91,0.33,20.78,2018-06-03 18:30:00.0000000,2018-06-03 19:30:00.0000000,2018,Jun,Sun,0,24902,2021-01-31 19:30:00.0000000,NOT HOLIDAY,NWD
2.89,56.8,0.21,19.23,2018-06-03 19:00:00.0000000,2018-06-03 20:00:00.0000000,2018,Jun,Sun,0,24903,2021-01-31 20:00:00.0000000,NOT HOLIDAY,NWD
2.81,31.06,0.12,17.9,2018-06-03 19:30:00.0000000,2018-06-03 20:30:00.0000000,2018,Jun,Sun,0,24904,2021-01-31 20:30:00.0000000,NOT HOLIDAY,NWD
2.76,5.05,0.02,15.48,2018-06-03 20:00:00.0000000,2018-06-03 21:00:00.0000000,2018,Jun,Sun,0,24905,2021-01-31 21:00:00.0000000,NOT HOLIDAY,NWD
2.76,0,0,13.68,2018-06-03 20:30:00.0000000,2018-06-03 21:30:00.0000000,2018,Jun,Sun,0,24906,2021-01-31 21:30:00.0000000,NOT HOLIDAY,NWD
2.64,0,0,12.89,2018-06-03 21:00:00.0000000,2018-06-03 22:00:00.0000000,2018,Jun,Sun,0,24907,2021-01-31 22:00:00.0000000,NOT HOLIDAY,NWD
2.38,0,0,13.8,2018-06-03 21:30:00.0000000,2018-06-03 22:30:00.0000000,2018,Jun,Sun,0,24908,2021-01-31 22:30:00.0000000,NOT HOLIDAY,NWD
2.09,0,0,14.49,2018-06-03 22:00:00.0000000,2018-06-03 23:00:00.0000000,2018,Jun,Sun,0,24909,2021-01-31 23:00:00.0000000,NOT HOLIDAY,NWD
1.85,0,0,13.4,2018-06-03 22:30:00.0000000,2018-06-03 23:30:00.0000000,2018,Jun,Sun,0,24910,2021-01-31 23:30:00.0000000,NOT HOLIDAY,NWD
1.8,0,0,11.58,2018-06-03 23:00:00.0000000,2018-06-04 00:00:00.0000000,2018,Jun,Mon,0,24911,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
1.68,0,0,11.01,2018-06-03 23:30:00.0000000,2018-06-04 00:30:00.0000000,2018,Jun,Mon,0,24912,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
1.69,0,0,11.37,2018-06-04 00:00:00.0000000,2018-06-04 01:00:00.0000000,2018,Jun,Mon,0,24913,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
1.61,0,0,10.43,2018-06-04 00:30:00.0000000,2018-06-04 01:30:00.0000000,2018,Jun,Mon,0,24914,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
1.54,0,0,10.01,2018-06-04 01:00:00.0000000,2018-06-04 02:00:00.0000000,2018,Jun,Mon,0,24915,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
1.6,0,0,10.13,2018-06-04 01:30:00.0000000,2018-06-04 02:30:00.0000000,2018,Jun,Mon,0,24916,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
1.61,0,0,9.49,2018-06-04 02:00:00.0000000,2018-06-04 03:00:00.0000000,2018,Jun,Mon,0,24917,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
1.61,0,0,9.25,2018-06-04 02:30:00.0000000,2018-06-04 03:30:00.0000000,2018,Jun,Mon,0,24918,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
1.59,0,0,9.14,2018-06-04 03:00:00.0000000,2018-06-04 04:00:00.0000000,2018,Jun,Mon,0,24919,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
1.5,0.19,0,8.97,2018-06-04 03:30:00.0000000,2018-06-04 04:30:00.0000000,2018,Jun,Mon,0,24920,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
1.59,5.3,0.01,9.3,2018-06-04 04:00:00.0000000,2018-06-04 05:00:00.0000000,2018,Jun,Mon,0,24921,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
1.72,20.36,0.07,10.22,2018-06-04 04:30:00.0000000,2018-06-04 05:30:00.0000000,2018,Jun,Mon,0,24922,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.05,46.21,0.16,11.49,2018-06-04 05:00:00.0000000,2018-06-04 06:00:00.0000000,2018,Jun,Mon,0,24923,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.32,88.12,0.28,13.95,2018-06-04 05:30:00.0000000,2018-06-04 06:30:00.0000000,2018,Jun,Mon,0,24924,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
2.79,182.29,0.6,15.54,2018-06-04 06:00:00.0000000,2018-06-04 07:00:00.0000000,2018,Jun,Mon,0,24925,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
3.05,310.44,1.17,19.15,2018-06-04 06:30:00.0000000,2018-06-04 07:30:00.0000000,2018,Jun,Mon,0,24926,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
2.91,405.29,1.59,24.76,2018-06-04 07:00:00.0000000,2018-06-04 08:00:00.0000000,2018,Jun,Mon,0,24927,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
2.87,438.91,1.77,26.12,2018-06-04 07:30:00.0000000,2018-06-04 08:30:00.0000000,2018,Jun,Mon,0,24928,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
2.88,315.4,1.31,23.81,2018-06-04 08:00:00.0000000,2018-06-04 09:00:00.0000000,2018,Jun,Mon,0,24929,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
2.71,514.53,2.08,27.79,2018-06-04 08:30:00.0000000,2018-06-04 09:30:00.0000000,2018,Jun,Mon,0,24930,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
2.61,378.64,1.57,26.8,2018-06-04 09:00:00.0000000,2018-06-04 10:00:00.0000000,2018,Jun,Mon,0,24931,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
2.66,556.94,2.34,29.3,2018-06-04 09:30:00.0000000,2018-06-04 10:30:00.0000000,2018,Jun,Mon,0,24932,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
2.41,749.4,3.03,31.64,2018-06-04 10:00:00.0000000,2018-06-04 11:00:00.0000000,2018,Jun,Mon,0,24933,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
2.34,786.64,3.21,37.58,2018-06-04 10:30:00.0000000,2018-06-04 11:30:00.0000000,2018,Jun,Mon,0,24934,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
2.42,714.79,2.99,34.64,2018-06-04 11:00:00.0000000,2018-06-04 12:00:00.0000000,2018,Jun,Mon,0,24935,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
2.45,690.02,2.91,35.87,2018-06-04 11:30:00.0000000,2018-06-04 12:30:00.0000000,2018,Jun,Mon,0,24936,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
2.42,575.29,2.5,33.83,2018-06-04 12:00:00.0000000,2018-06-04 13:00:00.0000000,2018,Jun,Mon,0,24937,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
2.34,690.6,2.91,35.5,2018-06-04 12:30:00.0000000,2018-06-04 13:30:00.0000000,2018,Jun,Mon,0,24938,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
2.4,702.99,2.99,36.86,2018-06-04 13:00:00.0000000,2018-06-04 14:00:00.0000000,2018,Jun,Mon,0,24939,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
2.65,333.34,1.45,33.95,2018-06-04 13:30:00.0000000,2018-06-04 14:30:00.0000000,2018,Jun,Mon,0,24940,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
2.4,550.31,2.41,33.3,2018-06-04 14:00:00.0000000,2018-06-04 15:00:00.0000000,2018,Jun,Mon,0,24941,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
2.64,224.72,1.04,34.65,2018-06-04 14:30:00.0000000,2018-06-04 15:30:00.0000000,2018,Jun,Mon,0,24942,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
2.98,145.67,0.66,21.81,2018-06-04 15:00:00.0000000,2018-06-04 16:00:00.0000000,2018,Jun,Mon,0,24943,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
3.21,179.49,0.84,23.49,2018-06-04 15:30:00.0000000,2018-06-04 16:30:00.0000000,2018,Jun,Mon,0,24944,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
3.58,46.8,0.21,19.73,2018-06-04 16:00:00.0000000,2018-06-04 17:00:00.0000000,2018,Jun,Mon,0,24945,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
3.66,104.82,0.45,15.87,2018-06-04 16:30:00.0000000,2018-06-04 17:30:00.0000000,2018,Jun,Mon,0,24946,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
3.54,137.56,0.6,19.46,2018-06-04 17:00:00.0000000,2018-06-04 18:00:00.0000000,2018,Jun,Mon,0,24947,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
3.37,125.12,0.54,18.93,2018-06-04 17:30:00.0000000,2018-06-04 18:30:00.0000000,2018,Jun,Mon,0,24948,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
3.27,77.06,0.33,20.12,2018-06-04 18:00:00.0000000,2018-06-04 19:00:00.0000000,2018,Jun,Mon,0,24949,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
3.15,48.53,0.2,17.9,2018-06-04 18:30:00.0000000,2018-06-04 19:30:00.0000000,2018,Jun,Mon,0,24950,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
3.04,39.43,0.16,17.43,2018-06-04 19:00:00.0000000,2018-06-04 20:00:00.0000000,2018,Jun,Mon,0,24951,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
2.95,7.08,0.02,16.05,2018-06-04 19:30:00.0000000,2018-06-04 20:30:00.0000000,2018,Jun,Mon,0,24952,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
2.84,2.28,0,15.01,2018-06-04 20:00:00.0000000,2018-06-04 21:00:00.0000000,2018,Jun,Mon,0,24953,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
2.81,0,0,15.5,2018-06-04 20:30:00.0000000,2018-06-04 21:30:00.0000000,2018,Jun,Mon,0,24954,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
2.68,0,0,15.47,2018-06-04 21:00:00.0000000,2018-06-04 22:00:00.0000000,2018,Jun,Mon,0,24955,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
2.38,0,0,15.77,2018-06-04 21:30:00.0000000,2018-06-04 22:30:00.0000000,2018,Jun,Mon,0,24956,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.05,0,0,14.98,2018-06-04 22:00:00.0000000,2018-06-04 23:00:00.0000000,2018,Jun,Mon,0,24957,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
1.84,0,0,14.39,2018-06-04 22:30:00.0000000,2018-06-04 23:30:00.0000000,2018,Jun,Mon,0,24958,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
1.79,0,0,13.72,2018-06-04 23:00:00.0000000,2018-06-05 00:00:00.0000000,2018,Jun,Tue,0,24959,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
1.67,0,0,13.72,2018-06-04 23:30:00.0000000,2018-06-05 00:30:00.0000000,2018,Jun,Tue,0,24960,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
1.73,0,0,13.78,2018-06-05 00:00:00.0000000,2018-06-05 01:00:00.0000000,2018,Jun,Tue,0,24961,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
1.61,0,0,14.2,2018-06-05 00:30:00.0000000,2018-06-05 01:30:00.0000000,2018,Jun,Tue,0,24962,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
1.6,0,0,14.03,2018-06-05 01:00:00.0000000,2018-06-05 02:00:00.0000000,2018,Jun,Tue,0,24963,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
1.49,0,0,13.72,2018-06-05 01:30:00.0000000,2018-06-05 02:30:00.0000000,2018,Jun,Tue,0,24964,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
1.47,0,0,13.45,2018-06-05 02:00:00.0000000,2018-06-05 03:00:00.0000000,2018,Jun,Tue,0,24965,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
1.47,0,0,13.1,2018-06-05 02:30:00.0000000,2018-06-05 03:30:00.0000000,2018,Jun,Tue,0,24966,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
1.49,0,0,12.98,2018-06-05 03:00:00.0000000,2018-06-05 04:00:00.0000000,2018,Jun,Tue,0,24967,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
1.47,0,0,12.82,2018-06-05 03:30:00.0000000,2018-06-05 04:30:00.0000000,2018,Jun,Tue,0,24968,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
1.5,0.95,0,12.46,2018-06-05 04:00:00.0000000,2018-06-05 05:00:00.0000000,2018,Jun,Tue,0,24969,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
1.61,5.54,0.01,12.35,2018-06-05 04:30:00.0000000,2018-06-05 05:30:00.0000000,2018,Jun,Tue,0,24970,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
1.97,13.98,0.05,12.46,2018-06-05 05:00:00.0000000,2018-06-05 06:00:00.0000000,2018,Jun,Tue,0,24971,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.34,36.54,0.14,12.83,2018-06-05 05:30:00.0000000,2018-06-05 06:30:00.0000000,2018,Jun,Tue,0,24972,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
2.65,48.44,0.2,13.23,2018-06-05 06:00:00.0000000,2018-06-05 07:00:00.0000000,2018,Jun,Tue,0,24973,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
2.86,62.72,0.26,13.51,2018-06-05 06:30:00.0000000,2018-06-05 07:30:00.0000000,2018,Jun,Tue,0,24974,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
